Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2017,Manufacturing Engineer,"kaizen, lean six sigma, cnc, process mapping",6.43,632,"lean six sigma, process mapping, kaizen, cnc",4,Senior
2017,HVAC Engineer,"thermodynamics, duct design, load calculation",9.93,604,"load calculation, thermodynamics, duct design, hvac design",4,Mid
2025,Quality Engineer,"spc, metrology, iso standards",19.16,783,"metrology, spc, iso standards",3,Mid
2022,Design Engineer,"mechanical design, gd and t, cad",12.27,961,"gd and t, cad, mechanical design",3,Mid
2024,Robotics Automation Engineer,"safety pl, scada, robotics",4.7,882,"safety pl, robotics, scada",3,Senior
2025,HVAC Engineer,"revit mep, thermodynamics, duct design, load calculation",12.76,580,"thermodynamics, duct design, load calculation, revit mep, hvac design",5,Senior
2017,Quality Engineer,"capa, spc, root cause analysis, metrology, iso standards",18.13,646,"spc, iso standards",2,Fresher
2025,CAE Engineer,"meshing, cfd, simulation, structural analysis",14.42,832,"meshing, simulation",2,Mid
2018,Maintenance Engineer,"vibration analysis, cmms, troubleshooting",21.2,602,"cmms, vibration analysis, troubleshooting",3,Fresher
2016,Robotics Automation Engineer,"safety pl, motion control, plc",5.38,557,"motion control, plc",2,Senior
2015,Maintenance Engineer,"preventive maintenance, vibration analysis, reliability",20.54,601,"reliability, preventive maintenance, vibration analysis",3,Fresher
2019,Project Engineer,"scheduling, ms project, stakeholder management, risk register",16.85,676,"scheduling, stakeholder management, risk register",3,Senior
2021,Manufacturing Engineer,"process mapping, cnc, production planning, lean six sigma, kaizen",8.0,318,"kaizen, process mapping, production planning, cnc",4,Fresher
2018,Manufacturing Engineer,"lean six sigma, process mapping, production planning, cnc",9.82,777,"process mapping, production planning, lean six sigma",3,Senior
2015,Manufacturing Engineer,"kaizen, lean six sigma, cnc",8.25,741,"cnc, kaizen",2,Mid
2017,Quality Engineer,"root cause analysis, spc, iso standards, capa, metrology",20.61,1248,"capa, root cause analysis, iso standards, metrology",4,Fresher
2023,CAE Engineer,"ansys, cfd, meshing, simulation, structural analysis",16.61,933,"cfd, simulation, meshing",3,Mid
2021,HVAC Engineer,"hvac design, duct design, load calculation, revit mep",4.01,872,"revit mep, load calculation, hvac design",3,Senior
2023,Robotics Automation Engineer,"motion control, scada, plc, safety pl",13.61,578,"plc, motion control, safety pl, scada",4,Senior
2015,Project Engineer,"budgeting, ms project, stakeholder management, scheduling, risk register",18.35,740,"scheduling, ms project",2,Fresher
2022,Manufacturing Engineer,"process mapping, lean six sigma, kaizen, cnc, production planning",5.27,683,"kaizen, lean six sigma, production planning, process mapping, cnc",5,Fresher
2022,Quality Engineer,"iso standards, root cause analysis, metrology, capa, spc",10.46,1196,"spc, iso standards, capa, root cause analysis, metrology",5,Fresher
2023,HVAC Engineer,"duct design, thermodynamics, hvac design",18.44,484,"hvac design, thermodynamics, duct design",3,Mid
2022,HVAC Engineer,"load calculation, revit mep, duct design, thermodynamics, hvac design",4.9,816,"thermodynamics, duct design, load calculation, hvac design, revit mep",5,Senior
2018,Quality Engineer,"spc, root cause analysis, capa, metrology",13.11,529,"capa, root cause analysis, spc, metrology, iso standards",5,Mid
2018,Robotics Automation Engineer,"motion control, scada, safety pl, robotics",8.7,605,"motion control, scada, safety pl",3,Mid
2024,Robotics Automation Engineer,"robotics, safety pl, motion control",14.75,350,"safety pl, robotics, motion control",3,Fresher
2022,Project Engineer,"ms project, scheduling, risk register, stakeholder management, budgeting",16.38,330,"budgeting, risk register, stakeholder management, scheduling",4,Mid
2019,Project Engineer,"scheduling, ms project, stakeholder management, risk register, budgeting",9.8,865,"scheduling, budgeting, risk register",3,Mid
2018,Design Engineer,"cad, fea, drafting, mechanical design",8.35,781,"mechanical design, cad",2,Fresher
2016,Maintenance Engineer,"cmms, vibration analysis, reliability",8.58,766,"vibration analysis, cmms, reliability, preventive maintenance",4,Mid
2025,CAE Engineer,"simulation, meshing, cfd",20.83,823,"cfd, simulation, meshing",3,Senior
2015,Project Engineer,"scheduling, ms project, budgeting, risk register, stakeholder management",21.09,735,"ms project, budgeting, scheduling, risk register",4,Mid
2016,Maintenance Engineer,"preventive maintenance, troubleshooting, cmms, vibration analysis",20.15,619,"cmms, preventive maintenance, troubleshooting, vibration analysis",4,Mid
2022,Manufacturing Engineer,"kaizen, production planning, process mapping, lean six sigma",7.87,626,"process mapping, kaizen, lean six sigma, production planning, cnc",5,Mid
2016,Project Engineer,"scheduling, risk register, ms project, stakeholder management",5.39,787,"stakeholder management, risk register, scheduling, ms project, budgeting",5,Senior
2020,Quality Engineer,"iso standards, spc, capa, root cause analysis, metrology",4.92,481,"spc, capa, metrology, iso standards",4,Fresher
2021,Robotics Automation Engineer,"plc, safety pl, scada",9.27,707,"scada, safety pl, plc, motion control",4,Fresher
2020,CAE Engineer,"ansys, simulation, cfd",13.74,504,"ansys, simulation, meshing",3,Mid
2021,Design Engineer,"mechanical design, gd and t, cad",5.86,558,"gd and t, cad, mechanical design, fea",4,Mid
2024,Maintenance Engineer,"vibration analysis, preventive maintenance, troubleshooting, cmms, reliability",19.72,730,"reliability, cmms, troubleshooting, preventive maintenance",4,Fresher
2015,Design Engineer,"gd and t, cad, solidworks, mechanical design, fea",12.8,662,"fea, cad, mechanical design, gd and t, solidworks, drafting",6,Fresher
2017,Project Engineer,"budgeting, risk register, ms project",21.58,914,"budgeting, ms project, risk register, stakeholder management",4,Mid
2018,Design Engineer,"mechanical design, cad, solidworks, fea",17.84,356,"mechanical design, cad, fea, solidworks, gd and t",5,Mid
2020,Design Engineer,"cad, fea, gd and t, solidworks",10.6,596,"gd and t, cad, solidworks, fea",4,Senior
2021,Quality Engineer,"capa, iso standards, metrology, root cause analysis",10.33,1011,"metrology, root cause analysis, iso standards",3,Mid
2017,Project Engineer,"risk register, budgeting, ms project",13.67,867,"ms project, risk register, budgeting",3,Mid
2016,Manufacturing Engineer,"cnc, production planning, kaizen",15.35,555,"cnc, kaizen, production planning",3,Senior
2016,Project Engineer,"scheduling, budgeting, risk register, stakeholder management",11.88,366,"scheduling, risk register",2,Fresher
2016,Quality Engineer,"root cause analysis, spc, metrology, iso standards",9.98,576,"metrology, root cause analysis, iso standards, spc",4,Senior
2020,Quality Engineer,"root cause analysis, spc, iso standards",13.98,942,"root cause analysis, iso standards, spc",3,Mid
2016,Robotics Automation Engineer,"plc, robotics, safety pl, motion control",7.37,656,"motion control, plc",2,Senior
2016,Quality Engineer,"root cause analysis, spc, metrology, iso standards",14.59,633,"iso standards, root cause analysis, spc, metrology",4,Mid
2020,Robotics Automation Engineer,"robotics, safety pl, motion control, plc",9.58,898,"plc, motion control, safety pl",3,Senior
2020,Quality Engineer,"root cause analysis, metrology, spc, capa, iso standards",18.67,413,"capa, root cause analysis, spc, iso standards",4,Fresher
2023,Maintenance Engineer,"reliability, cmms, vibration analysis, preventive maintenance, troubleshooting",19.71,531,"vibration analysis, troubleshooting, preventive maintenance, reliability, cmms",5,Senior
2017,Project Engineer,"budgeting, risk register, ms project",10.92,635,"ms project, budgeting, risk register",3,Fresher
2017,Quality Engineer,"metrology, iso standards, spc",18.81,554,"metrology, iso standards, spc, root cause analysis",4,Mid
2015,Quality Engineer,"root cause analysis, spc, iso standards, metrology",6.9,680,"spc, metrology, capa",3,Mid
2021,Maintenance Engineer,"preventive maintenance, reliability, vibration analysis, troubleshooting",13.98,503,"troubleshooting, preventive maintenance, reliability, vibration analysis",4,Mid
2025,CAE Engineer,"cfd, ansys, meshing",17.8,663,"meshing, ansys, cfd, simulation",4,Fresher
2021,Design Engineer,"mechanical design, drafting, fea, solidworks, cad",17.52,861,"mechanical design, fea, drafting, cad",4,Senior
2015,Maintenance Engineer,"preventive maintenance, cmms, reliability, vibration analysis, troubleshooting",4.74,443,"troubleshooting, vibration analysis, cmms, preventive maintenance, reliability",5,Mid
2020,Quality Engineer,"capa, metrology, root cause analysis, iso standards, spc",11.59,819,"spc, capa, root cause analysis, metrology, iso standards",5,Fresher
2015,Manufacturing Engineer,"process mapping, cnc, production planning, lean six sigma, kaizen",14.43,513,"process mapping, kaizen, cnc, production planning, lean six sigma",5,Fresher
2019,Manufacturing Engineer,"cnc, kaizen, lean six sigma, process mapping, production planning",13.09,963,"cnc, kaizen, process mapping",3,Mid
2024,Maintenance Engineer,"troubleshooting, reliability, cmms, vibration analysis",10.01,720,"vibration analysis, troubleshooting, reliability, cmms",4,Mid
2025,Quality Engineer,"spc, root cause analysis, iso standards, metrology",11.46,796,"root cause analysis, metrology, spc, iso standards",4,Mid
2025,Project Engineer,"budgeting, risk register, scheduling, stakeholder management",18.47,649,"scheduling, budgeting, stakeholder management",3,Fresher
2024,HVAC Engineer,"hvac design, load calculation, thermodynamics, duct design",5.43,527,"thermodynamics, load calculation, duct design, hvac design",4,Mid
2018,Manufacturing Engineer,"lean six sigma, kaizen, process mapping, cnc, production planning",18.04,703,"process mapping, kaizen",2,Senior
2021,HVAC Engineer,"hvac design, thermodynamics, duct design, revit mep, load calculation",9.07,1142,"hvac design, revit mep, load calculation, thermodynamics, duct design",5,Fresher
2017,Manufacturing Engineer,"cnc, process mapping, lean six sigma",17.81,574,"lean six sigma, process mapping, cnc, production planning",4,Mid
2017,Project Engineer,"risk register, scheduling, ms project",16.31,802,"ms project, scheduling, risk register, stakeholder management",4,Mid
2025,Manufacturing Engineer,"production planning, kaizen, cnc",16.5,926,"kaizen, cnc",2,Mid
2022,Design Engineer,"solidworks, mechanical design, cad, fea, drafting",11.11,763,"mechanical design, drafting, fea, cad, solidworks",5,Mid
2024,Quality Engineer,"root cause analysis, spc, iso standards",4.24,463,"root cause analysis, iso standards, spc",3,Senior
2017,Maintenance Engineer,"preventive maintenance, vibration analysis, troubleshooting, cmms",20.75,893,"troubleshooting, preventive maintenance, cmms, vibration analysis",4,Senior
2025,HVAC Engineer,"load calculation, hvac design, revit mep",11.69,1079,"revit mep, load calculation, hvac design, duct design",4,Fresher
2019,CAE Engineer,"simulation, structural analysis, cfd",18.07,491,"cfd, structural analysis, simulation",3,Fresher
2022,Quality Engineer,"capa, root cause analysis, spc",21.23,422,"capa, spc, root cause analysis",3,Senior
2022,HVAC Engineer,"load calculation, duct design, revit mep, thermodynamics",4.39,751,"load calculation, duct design, revit mep, thermodynamics, hvac design",5,Senior
2021,CAE Engineer,"ansys, simulation, structural analysis",21.5,678,"ansys, structural analysis, simulation, meshing",4,Senior
2016,Robotics Automation Engineer,"safety pl, scada, motion control, robotics, plc",10.35,607,"motion control, plc",2,Mid
2020,Manufacturing Engineer,"cnc, process mapping, production planning, lean six sigma",15.92,771,"cnc, lean six sigma, process mapping, production planning",4,Mid
2018,Quality Engineer,"metrology, root cause analysis, iso standards",16.28,986,"root cause analysis, metrology, iso standards, spc",4,Fresher
2017,HVAC Engineer,"hvac design, revit mep, load calculation, duct design, thermodynamics",10.6,482,"duct design, revit mep",2,Fresher
2022,HVAC Engineer,"revit mep, thermodynamics, duct design",5.59,507,"revit mep, duct design",2,Mid
2022,HVAC Engineer,"revit mep, hvac design, load calculation, thermodynamics",19.36,723,"revit mep, hvac design, load calculation, thermodynamics",4,Senior
2020,Maintenance Engineer,"reliability, cmms, preventive maintenance, vibration analysis, troubleshooting",21.19,805,"preventive maintenance, troubleshooting, cmms, reliability, vibration analysis",5,Mid
2025,Maintenance Engineer,"preventive maintenance, troubleshooting, reliability, vibration analysis",21.85,300,"reliability, troubleshooting, preventive maintenance, vibration analysis",4,Fresher
2017,Project Engineer,"stakeholder management, scheduling, ms project, budgeting",16.27,493,"stakeholder management, ms project, budgeting, scheduling",4,Mid
2023,Design Engineer,"fea, gd and t, cad, solidworks, drafting, mechanical design",13.54,693,"drafting, gd and t, solidworks, mechanical design",4,Fresher
2021,Manufacturing Engineer,"production planning, lean six sigma, kaizen, process mapping",14.1,707,"production planning, process mapping, lean six sigma",3,Mid
2015,Manufacturing Engineer,"kaizen, lean six sigma, cnc, process mapping, production planning",21.39,1053,"kaizen, process mapping",2,Senior
2019,Project Engineer,"stakeholder management, risk register, scheduling, ms project, budgeting",10.59,952,"ms project, stakeholder management, scheduling, risk register, budgeting",5,Fresher
2019,Quality Engineer,"metrology, capa, spc",21.22,792,"spc, metrology, capa, root cause analysis",4,Senior
2025,Project Engineer,"risk register, budgeting, ms project",8.79,648,"risk register, budgeting",2,Senior
2017,HVAC Engineer,"load calculation, hvac design, thermodynamics",5.51,258,"load calculation, thermodynamics, hvac design",3,Fresher
2015,Quality Engineer,"spc, capa, iso standards, metrology, root cause analysis",8.61,519,"capa, root cause analysis",2,Mid
2018,Design Engineer,"drafting, gd and t, mechanical design",4.23,667,"drafting, mechanical design, gd and t",3,Fresher
2018,Robotics Automation Engineer,"scada, safety pl, motion control, plc, robotics",16.58,660,"scada, safety pl, motion control, plc, robotics",5,Fresher
2016,HVAC Engineer,"hvac design, load calculation, revit mep",17.19,652,"load calculation, revit mep",2,Mid
2020,Manufacturing Engineer,"kaizen, cnc, production planning",16.86,676,"cnc, kaizen, production planning, process mapping",4,Mid
2017,Design Engineer,"mechanical design, solidworks, fea",19.39,1034,"mechanical design, solidworks, fea, cad",4,Mid
2024,Design Engineer,"mechanical design, cad, drafting, gd and t",21.94,912,"drafting, gd and t, mechanical design",3,Mid
2018,Manufacturing Engineer,"process mapping, cnc, kaizen, lean six sigma",15.73,804,"cnc, kaizen, process mapping, lean six sigma, production planning",5,Mid
2015,CAE Engineer,"ansys, simulation, structural analysis, meshing, cfd",12.41,673,"meshing, simulation, ansys, structural analysis",4,Senior
2022,Manufacturing Engineer,"kaizen, process mapping, cnc, production planning",14.43,638,"kaizen, process mapping, cnc, production planning",4,Mid
2021,Design Engineer,"mechanical design, cad, fea",14.09,526,"mechanical design, cad, fea, solidworks",4,Fresher
2020,Robotics Automation Engineer,"safety pl, plc, robotics, motion control",14.52,715,"safety pl, robotics, plc, motion control, scada",5,Mid
2016,Quality Engineer,"root cause analysis, iso standards, spc, capa",6.84,638,"spc, iso standards, capa, root cause analysis",4,Senior
2024,Maintenance Engineer,"vibration analysis, cmms, reliability",11.66,961,"vibration analysis, reliability",2,Senior
2017,Quality Engineer,"spc, metrology, capa",19.53,902,"spc, capa, metrology, iso standards",4,Mid
2025,Maintenance Engineer,"cmms, reliability, vibration analysis, troubleshooting, preventive maintenance",6.61,642,"vibration analysis, preventive maintenance, cmms, reliability, troubleshooting",5,Fresher
2018,HVAC Engineer,"revit mep, duct design, load calculation",8.51,966,"load calculation, revit mep, duct design, thermodynamics",4,Fresher
2023,Manufacturing Engineer,"process mapping, kaizen, production planning, lean six sigma",10.95,811,"kaizen, process mapping, production planning, lean six sigma",4,Fresher
2021,Project Engineer,"risk register, stakeholder management, budgeting",21.5,704,"risk register, stakeholder management, budgeting",3,Fresher
2022,Maintenance Engineer,"preventive maintenance, vibration analysis, cmms",6.16,765,"vibration analysis, preventive maintenance, cmms, troubleshooting",4,Senior
2025,Robotics Automation Engineer,"robotics, safety pl, plc, motion control",3.56,395,"robotics, motion control, plc",3,Mid
2024,Design Engineer,"cad, drafting, mechanical design, gd and t, solidworks",19.13,798,"solidworks, gd and t, mechanical design",3,Fresher
2021,Quality Engineer,"metrology, spc, capa, root cause analysis",7.28,735,"spc, root cause analysis, capa, metrology",4,Fresher
2019,Design Engineer,"fea, gd and t, mechanical design, drafting",16.19,744,"gd and t, drafting, mechanical design, fea, solidworks",5,Fresher
2019,Quality Engineer,"metrology, root cause analysis, spc",13.19,292,"root cause analysis, metrology, spc",3,Mid
2025,Quality Engineer,"spc, iso standards, metrology, capa, root cause analysis",15.74,748,"capa, iso standards, metrology, spc",4,Senior
2025,Project Engineer,"budgeting, risk register, scheduling, ms project",10.36,633,"risk register, scheduling, budgeting, ms project",4,Senior
2017,Quality Engineer,"metrology, root cause analysis, spc, capa",5.21,867,"capa, root cause analysis, metrology",3,Mid
2022,Robotics Automation Engineer,"plc, motion control, scada",3.91,930,"motion control, scada, plc, safety pl",4,Mid
2016,Design Engineer,"fea, drafting, gd and t, mechanical design, solidworks, cad",9.63,842,"cad, gd and t, drafting, solidworks, fea",5,Fresher
2017,CAE Engineer,"simulation, meshing, cfd, ansys",8.66,1065,"ansys, cfd, simulation",3,Fresher
2022,Manufacturing Engineer,"lean six sigma, production planning, kaizen, process mapping, cnc",18.89,860,"process mapping, cnc, kaizen, production planning, lean six sigma",5,Fresher
2017,Design Engineer,"solidworks, cad, gd and t, mechanical design, drafting, fea",10.31,806,"mechanical design, fea",2,Fresher
2023,Maintenance Engineer,"vibration analysis, preventive maintenance, troubleshooting",18.72,830,"vibration analysis, troubleshooting, preventive maintenance, cmms",4,Mid
2018,Maintenance Engineer,"vibration analysis, preventive maintenance, cmms, troubleshooting, reliability",18.28,692,"preventive maintenance, vibration analysis, troubleshooting, reliability",4,Senior
2015,CAE Engineer,"cfd, simulation, ansys",4.46,1146,"ansys, cfd, simulation",3,Fresher
2020,CAE Engineer,"meshing, cfd, structural analysis, ansys",13.22,822,"meshing, ansys, structural analysis, cfd",4,Senior
2017,Robotics Automation Engineer,"safety pl, robotics, scada, plc, motion control",5.92,658,"plc, scada, safety pl",3,Fresher
2023,Project Engineer,"budgeting, scheduling, risk register, ms project, stakeholder management",21.64,927,"stakeholder management, budgeting, ms project, risk register, scheduling",5,Mid
2023,HVAC Engineer,"load calculation, thermodynamics, revit mep, hvac design, duct design",14.75,568,"hvac design, load calculation, duct design",3,Mid
2025,HVAC Engineer,"hvac design, load calculation, revit mep",21.86,299,"revit mep, hvac design, load calculation, duct design",4,Mid
2018,CAE Engineer,"simulation, structural analysis, cfd, meshing, ansys",19.41,558,"meshing, structural analysis",2,Mid
2025,Manufacturing Engineer,"kaizen, lean six sigma, process mapping",12.78,554,"process mapping, lean six sigma, cnc",3,Fresher
2016,Project Engineer,"scheduling, stakeholder management, ms project, budgeting, risk register",16.62,315,"risk register, ms project",2,Senior
2020,CAE Engineer,"structural analysis, meshing, simulation",7.69,1066,"meshing, simulation, structural analysis",3,Senior
2016,Manufacturing Engineer,"cnc, production planning, process mapping",10.56,742,"cnc, process mapping",2,Senior
2020,Robotics Automation Engineer,"plc, scada, safety pl, motion control, robotics",21.12,473,"robotics, safety pl",2,Senior
2024,Design Engineer,"drafting, mechanical design, fea",15.45,746,"fea, mechanical design, drafting",3,Mid
2022,Robotics Automation Engineer,"safety pl, motion control, plc, scada, robotics",11.46,693,"robotics, motion control, plc, scada, safety pl",5,Fresher
2018,Design Engineer,"cad, fea, solidworks, mechanical design, drafting",7.67,639,"drafting, cad, fea, solidworks, mechanical design",5,Mid
2016,Manufacturing Engineer,"lean six sigma, cnc, kaizen, production planning",14.64,421,"kaizen, cnc, production planning, lean six sigma",4,Fresher
2016,HVAC Engineer,"thermodynamics, hvac design, duct design",5.6,848,"thermodynamics, duct design, hvac design",3,Mid
2022,CAE Engineer,"cfd, structural analysis, ansys, simulation",21.52,882,"ansys, structural analysis, simulation",3,Mid
2018,HVAC Engineer,"hvac design, load calculation, revit mep",19.39,853,"load calculation, hvac design, revit mep",3,Mid
2025,Design Engineer,"gd and t, drafting, fea, solidworks, mechanical design",17.68,431,"mechanical design, solidworks, gd and t",3,Mid
2019,Maintenance Engineer,"preventive maintenance, reliability, troubleshooting, cmms",17.84,538,"reliability, cmms, preventive maintenance, troubleshooting",4,Senior
2016,Manufacturing Engineer,"process mapping, kaizen, lean six sigma, cnc",16.71,542,"cnc, kaizen, lean six sigma, process mapping",4,Fresher
2017,Quality Engineer,"root cause analysis, capa, metrology",3.76,706,"root cause analysis, metrology",2,Fresher
2015,Quality Engineer,"spc, iso standards, metrology, root cause analysis",11.49,681,"root cause analysis, spc, iso standards",3,Mid
2018,Maintenance Engineer,"troubleshooting, vibration analysis, preventive maintenance, reliability",12.88,1004,"preventive maintenance, troubleshooting, vibration analysis, reliability",4,Senior
2022,HVAC Engineer,"hvac design, load calculation, thermodynamics, revit mep, duct design",19.75,647,"thermodynamics, hvac design, duct design",3,Fresher
2015,Quality Engineer,"metrology, root cause analysis, iso standards, capa",5.41,429,"capa, metrology, iso standards, root cause analysis, spc",5,Senior
2017,HVAC Engineer,"revit mep, thermodynamics, duct design, hvac design, load calculation",12.74,760,"load calculation, thermodynamics, hvac design",3,Mid
2017,HVAC Engineer,"revit mep, hvac design, thermodynamics, load calculation",12.48,612,"thermodynamics, load calculation, revit mep, hvac design, duct design",5,Mid
2019,CAE Engineer,"cfd, simulation, meshing, ansys",12.54,688,"simulation, ansys, meshing, cfd",4,Mid
2021,Quality Engineer,"iso standards, capa, spc, root cause analysis, metrology",6.89,525,"capa, spc, iso standards, root cause analysis",4,Mid
2019,Robotics Automation Engineer,"motion control, safety pl, scada, robotics, plc",16.83,723,"plc, robotics, motion control",3,Fresher
2023,Maintenance Engineer,"vibration analysis, cmms, preventive maintenance",8.27,1305,"cmms, preventive maintenance, vibration analysis",3,Senior
2025,HVAC Engineer,"load calculation, thermodynamics, revit mep",9.78,278,"load calculation, revit mep",2,Senior
2024,Robotics Automation Engineer,"plc, safety pl, scada, motion control",6.84,936,"plc, scada",2,Mid
2021,HVAC Engineer,"load calculation, revit mep, thermodynamics",14.85,870,"thermodynamics, load calculation, revit mep",3,Senior
2018,Manufacturing Engineer,"lean six sigma, cnc, production planning, kaizen",16.03,906,"kaizen, cnc, lean six sigma, production planning",4,Senior
2025,Project Engineer,"risk register, scheduling, ms project",14.56,928,"ms project, risk register",2,Fresher
2021,CAE Engineer,"cfd, structural analysis, meshing, simulation",19.21,814,"structural analysis, simulation, meshing, cfd",4,Fresher
2016,Robotics Automation Engineer,"motion control, robotics, scada, plc, safety pl",12.41,568,"scada, motion control, robotics, safety pl, plc",5,Fresher
2015,CAE Engineer,"cfd, ansys, structural analysis, simulation, meshing",20.78,656,"ansys, structural analysis, simulation",3,Mid
2024,Manufacturing Engineer,"cnc, production planning, lean six sigma, kaizen",6.3,499,"production planning, lean six sigma",2,Fresher
2017,Quality Engineer,"capa, spc, root cause analysis, metrology, iso standards",8.33,824,"root cause analysis, capa, iso standards, spc, metrology",5,Senior
2024,Design Engineer,"solidworks, mechanical design, gd and t, cad, drafting",6.2,503,"drafting, mechanical design, cad, solidworks",4,Senior
2016,Quality Engineer,"metrology, root cause analysis, capa, spc, iso standards",16.77,741,"capa, root cause analysis",2,Senior
2016,CAE Engineer,"structural analysis, ansys, cfd, meshing, simulation",5.09,805,"simulation, meshing, ansys, cfd",4,Fresher
2020,Robotics Automation Engineer,"plc, robotics, motion control, scada",8.17,685,"plc, robotics, motion control, scada",4,Fresher
2020,Maintenance Engineer,"reliability, vibration analysis, preventive maintenance",8.0,703,"preventive maintenance, vibration analysis, reliability",3,Mid
2020,Design Engineer,"fea, mechanical design, drafting, cad",6.34,671,"cad, mechanical design",2,Senior
2023,Design Engineer,"mechanical design, gd and t, drafting",8.47,876,"drafting, gd and t, mechanical design, cad",4,Senior
2019,Robotics Automation Engineer,"scada, plc, robotics, motion control, safety pl",11.79,695,"safety pl, robotics",2,Fresher
2020,Quality Engineer,"metrology, root cause analysis, iso standards, spc",19.54,615,"root cause analysis, metrology, iso standards, capa",4,Mid
2019,Project Engineer,"ms project, risk register, budgeting, scheduling, stakeholder management",10.34,524,"stakeholder management, budgeting",2,Fresher
2020,Maintenance Engineer,"preventive maintenance, troubleshooting, reliability, vibration analysis, cmms",17.17,622,"reliability, troubleshooting, cmms, preventive maintenance, vibration analysis",5,Mid
2018,Quality Engineer,"metrology, capa, spc, root cause analysis",15.62,752,"root cause analysis, metrology",2,Mid
2024,HVAC Engineer,"thermodynamics, hvac design, duct design, revit mep",21.3,769,"thermodynamics, revit mep",2,Fresher
2020,Maintenance Engineer,"reliability, troubleshooting, cmms, vibration analysis",16.56,501,"reliability, cmms, troubleshooting, vibration analysis, preventive maintenance",5,Senior
2024,Project Engineer,"scheduling, risk register, stakeholder management, ms project",20.05,921,"scheduling, ms project, stakeholder management, risk register, budgeting",5,Senior
2022,Robotics Automation Engineer,"safety pl, plc, motion control, robotics, scada",8.3,610,"robotics, plc",2,Senior
2019,Design Engineer,"fea, drafting, mechanical design",11.21,1006,"mechanical design, fea, drafting",3,Fresher
2016,Manufacturing Engineer,"kaizen, production planning, process mapping, lean six sigma, cnc",12.86,729,"cnc, process mapping, production planning, lean six sigma",4,Mid
2024,Quality Engineer,"iso standards, metrology, root cause analysis",3.87,471,"root cause analysis, metrology, iso standards, capa",4,Mid
2015,Robotics Automation Engineer,"motion control, scada, plc, robotics, safety pl",20.18,1183,"safety pl, robotics, scada",3,Mid
2019,CAE Engineer,"ansys, meshing, simulation",19.67,665,"meshing, ansys, simulation, structural analysis",4,Mid
2017,Robotics Automation Engineer,"robotics, safety pl, plc",8.17,691,"robotics, plc, scada",3,Senior
2018,Project Engineer,"scheduling, risk register, stakeholder management, budgeting, ms project",15.83,769,"budgeting, stakeholder management, scheduling",3,Fresher
2020,Robotics Automation Engineer,"safety pl, robotics, motion control",13.23,615,"motion control, safety pl, robotics, plc",4,Fresher
2016,Manufacturing Engineer,"kaizen, process mapping, lean six sigma, production planning",18.54,568,"process mapping, lean six sigma, production planning",3,Mid
2015,Maintenance Engineer,"vibration analysis, troubleshooting, reliability, cmms",6.89,445,"cmms, troubleshooting, preventive maintenance",3,Senior
2020,Design Engineer,"drafting, fea, gd and t, solidworks",19.85,520,"gd and t, solidworks, fea, drafting, cad",5,Mid
2019,HVAC Engineer,"revit mep, duct design, hvac design",19.88,759,"revit mep, hvac design",2,Fresher
2025,Manufacturing Engineer,"kaizen, process mapping, lean six sigma, cnc",6.64,495,"cnc, process mapping, lean six sigma, kaizen, production planning",5,Senior
2022,CAE Engineer,"simulation, meshing, structural analysis, ansys, cfd",19.52,876,"ansys, meshing",2,Mid
2018,Maintenance Engineer,"preventive maintenance, cmms, reliability, troubleshooting, vibration analysis",7.0,444,"troubleshooting, cmms",2,Senior
2025,Quality Engineer,"root cause analysis, metrology, iso standards, spc, capa",18.84,281,"capa, root cause analysis",2,Fresher
2015,CAE Engineer,"cfd, ansys, simulation, structural analysis, meshing",13.09,1036,"meshing, simulation, cfd",3,Fresher
2024,Quality Engineer,"metrology, capa, root cause analysis, spc, iso standards",7.6,715,"metrology, root cause analysis, capa",3,Senior
2023,Project Engineer,"scheduling, ms project, stakeholder management, risk register",6.53,733,"ms project, scheduling, stakeholder management, risk register",4,Mid
2020,Manufacturing Engineer,"kaizen, lean six sigma, cnc, process mapping, production planning",5.35,593,"process mapping, cnc",2,Mid
2019,Robotics Automation Engineer,"safety pl, motion control, robotics, scada",8.56,805,"motion control, robotics, safety pl, scada, plc",5,Senior
2019,Project Engineer,"stakeholder management, scheduling, budgeting, risk register, ms project",19.01,425,"ms project, stakeholder management, risk register, scheduling, budgeting",5,Senior
2017,CAE Engineer,"cfd, simulation, ansys, structural analysis, meshing",6.05,429,"meshing, structural analysis",2,Mid
2019,Robotics Automation Engineer,"scada, robotics, safety pl, motion control",3.68,332,"safety pl, motion control",2,Mid
2015,Quality Engineer,"iso standards, root cause analysis, capa, metrology, spc",17.79,780,"iso standards, spc",2,Senior
2019,Manufacturing Engineer,"cnc, process mapping, production planning, lean six sigma, kaizen",12.38,599,"process mapping, lean six sigma, cnc, production planning",4,Senior
2021,HVAC Engineer,"duct design, load calculation, thermodynamics, revit mep",16.03,856,"revit mep, duct design, load calculation, thermodynamics",4,Mid
2021,Project Engineer,"budgeting, risk register, stakeholder management",10.57,845,"budgeting, stakeholder management, risk register",3,Senior
2019,Maintenance Engineer,"troubleshooting, cmms, preventive maintenance, reliability",19.91,561,"cmms, reliability",2,Senior
2021,Design Engineer,"drafting, gd and t, solidworks, mechanical design",14.35,605,"gd and t, solidworks, mechanical design, drafting",4,Senior
