Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2022,Protection Engineer,"ct pt sizing, differential protection, setting study, distance protection",8.32,519,"ct pt sizing, differential protection, setting study",3,Mid
2017,Electrical Design Engineer,"cable sizing, autocad electrical, load calculation, single line diagram",6.3,1137,"single line diagram, load calculation, cable sizing, autocad electrical",4,Senior
2020,Electrical Design Engineer,"cable sizing, nec codes, single line diagram",9.96,1148,"nec codes, single line diagram",2,Senior
2017,Control Systems Engineer,"ladder logic, scada, plc programming, pid tuning",16.81,978,"plc programming, pid tuning, scada, ladder logic",4,Fresher
2017,Electrical Design Engineer,"nec codes, autocad electrical, cable sizing, single line diagram",9.24,885,"autocad electrical, cable sizing, single line diagram, nec codes, load calculation",5,Mid
2025,Protection Engineer,"setting study, differential protection, distance protection, ct pt sizing",5.54,901,"setting study, ct pt sizing, distance protection, differential protection",4,Senior
2024,Power Systems Engineer,"short circuit analysis, power systems, etap, relay coordination",21.5,804,"power systems, etap, short circuit analysis, relay coordination",4,Fresher
2020,Protection Engineer,"ct pt sizing, setting study, distance protection, differential protection, relay settings",4.67,930,"distance protection, relay settings, ct pt sizing, differential protection",4,Senior
2022,Renewable Energy Engineer,"inverters, wind energy, grid integration, solar pv design, mppt",6.39,638,"inverters, wind energy",2,Fresher
2015,Renewable Energy Engineer,"inverters, solar pv design, wind energy, grid integration, mppt",12.98,776,"wind energy, grid integration, inverters",3,Fresher
2018,Protection Engineer,"differential protection, setting study, relay settings, distance protection, ct pt sizing",10.87,705,"setting study, ct pt sizing, relay settings, differential protection, distance protection",5,Fresher
2023,Renewable Energy Engineer,"solar pv design, mppt, inverters",7.8,856,"inverters, solar pv design, mppt",3,Mid
2015,Electrical Design Engineer,"nec codes, cable sizing, autocad electrical",21.19,660,"autocad electrical, cable sizing, nec codes",3,Fresher
2017,Power Systems Engineer,"relay coordination, short circuit analysis, etap, load flow",6.83,603,"etap, short circuit analysis",2,Fresher
2024,Power Systems Engineer,"load flow, short circuit analysis, etap",14.25,694,"etap, short circuit analysis",2,Fresher
2018,Renewable Energy Engineer,"mppt, grid integration, solar pv design, inverters, wind energy",16.32,994,"grid integration, solar pv design, wind energy, mppt",4,Senior
2016,Renewable Energy Engineer,"grid integration, solar pv design, wind energy",16.08,462,"wind energy, solar pv design, mppt",3,Senior
2021,Electrical Design Engineer,"autocad electrical, nec codes, load calculation",7.38,790,"autocad electrical, load calculation, nec codes",3,Mid
2021,Protection Engineer,"distance protection, differential protection, relay settings",13.4,1026,"differential protection, relay settings, distance protection, setting study",4,Fresher
2023,Electrical Maintenance Engineer,"therography, troubleshooting, vfd, preventive maintenance",5.37,655,"troubleshooting, vfd",2,Senior
2019,Substation Engineer,"substation design, clearance calculation, switchgear, grounding, transformers",16.02,904,"grounding, clearance calculation",2,Fresher
2023,Electrical Maintenance Engineer,"troubleshooting, therography, vfd, preventive maintenance, motors",9.51,788,"motors, vfd",2,Mid
2025,Electrical Project Engineer,"fat sat, electrical estimating, ms project, method statement, commissioning",21.83,596,"ms project, electrical estimating, commissioning, method statement",4,Fresher
2021,Power Systems Engineer,"relay coordination, load flow, short circuit analysis, etap, power systems",20.49,771,"etap, power systems",2,Mid
2019,Electrical Design Engineer,"single line diagram, load calculation, cable sizing, autocad electrical, nec codes",7.14,716,"autocad electrical, load calculation, cable sizing, single line diagram",4,Senior
2017,Control Systems Engineer,"plc programming, ladder logic, dcs, pid tuning, scada",6.7,905,"plc programming, pid tuning",2,Mid
2021,Substation Engineer,"switchgear, substation design, clearance calculation, transformers, grounding",6.71,711,"switchgear, grounding, clearance calculation, substation design",4,Mid
2024,Control Systems Engineer,"scada, ladder logic, pid tuning, dcs",11.12,436,"pid tuning, ladder logic",2,Senior
2021,Electrical Project Engineer,"electrical estimating, method statement, commissioning",9.51,833,"method statement, electrical estimating, commissioning, fat sat",4,Mid
2019,Electrical Project Engineer,"commissioning, fat sat, method statement, ms project, electrical estimating",9.08,437,"fat sat, electrical estimating",2,Senior
2022,Renewable Energy Engineer,"wind energy, inverters, solar pv design, grid integration",11.12,496,"wind energy, grid integration, inverters",3,Mid
2017,Renewable Energy Engineer,"wind energy, solar pv design, inverters",6.58,494,"solar pv design, wind energy, inverters, grid integration",4,Fresher
2022,Electrical Project Engineer,"electrical estimating, ms project, fat sat, commissioning, method statement",7.42,591,"fat sat, electrical estimating",2,Mid
2015,Electrical Design Engineer,"single line diagram, nec codes, autocad electrical, cable sizing, load calculation",19.24,732,"cable sizing, load calculation, autocad electrical",3,Senior
2023,Electrical Design Engineer,"single line diagram, nec codes, load calculation, cable sizing, autocad electrical",14.51,403,"autocad electrical, cable sizing",2,Senior
2021,Electrical Maintenance Engineer,"motors, vfd, troubleshooting, preventive maintenance, therography",17.58,887,"preventive maintenance, vfd, motors",3,Senior
2020,Power Systems Engineer,"etap, short circuit analysis, load flow, power systems",20.97,1133,"load flow, power systems",2,Senior
2023,Electrical Design Engineer,"load calculation, autocad electrical, single line diagram, cable sizing",10.42,1049,"autocad electrical, cable sizing",2,Mid
2015,Protection Engineer,"differential protection, distance protection, setting study, relay settings",9.94,213,"relay settings, setting study, distance protection, differential protection",4,Fresher
2016,Control Systems Engineer,"scada, pid tuning, dcs, plc programming, ladder logic",10.3,536,"ladder logic, dcs",2,Fresher
2024,Power Systems Engineer,"power systems, etap, relay coordination, short circuit analysis",18.01,746,"relay coordination, etap, short circuit analysis, power systems",4,Senior
2025,Protection Engineer,"differential protection, setting study, ct pt sizing, relay settings, distance protection",18.06,788,"ct pt sizing, relay settings",2,Fresher
2022,Protection Engineer,"relay settings, distance protection, setting study",19.64,546,"setting study, distance protection, relay settings",3,Fresher
2015,Control Systems Engineer,"ladder logic, scada, dcs, plc programming, pid tuning",17.9,799,"pid tuning, ladder logic, scada, dcs, plc programming",5,Mid
2025,Control Systems Engineer,"scada, pid tuning, plc programming, ladder logic",7.5,771,"plc programming, scada, pid tuning, dcs",4,Senior
2024,Renewable Energy Engineer,"inverters, wind energy, mppt, solar pv design, grid integration",10.88,586,"inverters, grid integration, wind energy, solar pv design, mppt",5,Senior
2015,Electrical Project Engineer,"fat sat, method statement, electrical estimating",12.59,414,"electrical estimating, fat sat",2,Mid
2025,Electrical Design Engineer,"cable sizing, autocad electrical, load calculation, single line diagram",20.94,587,"cable sizing, single line diagram",2,Senior
2020,Control Systems Engineer,"dcs, ladder logic, plc programming, pid tuning",15.23,807,"plc programming, ladder logic, dcs, pid tuning",4,Fresher
2018,Protection Engineer,"distance protection, relay settings, ct pt sizing",19.68,322,"relay settings, ct pt sizing, distance protection",3,Fresher
2025,Electrical Maintenance Engineer,"therography, preventive maintenance, troubleshooting, vfd",20.47,809,"preventive maintenance, therography",2,Fresher
2023,Substation Engineer,"clearance calculation, grounding, transformers, switchgear, substation design",11.05,475,"transformers, grounding, switchgear, substation design, clearance calculation",5,Mid
2022,Electrical Maintenance Engineer,"troubleshooting, therography, motors, vfd",18.95,708,"vfd, therography, troubleshooting, motors, preventive maintenance",5,Mid
2018,Substation Engineer,"switchgear, grounding, substation design, transformers, clearance calculation",10.74,569,"transformers, clearance calculation, grounding, substation design, switchgear",5,Senior
2016,Electrical Maintenance Engineer,"preventive maintenance, therography, vfd",19.41,861,"preventive maintenance, vfd, therography",3,Mid
2020,Electrical Design Engineer,"autocad electrical, single line diagram, nec codes, cable sizing",8.75,479,"cable sizing, autocad electrical, nec codes",3,Mid
2016,Protection Engineer,"ct pt sizing, relay settings, differential protection",20.35,777,"relay settings, differential protection, ct pt sizing",3,Mid
2020,Protection Engineer,"differential protection, ct pt sizing, relay settings, setting study, distance protection",20.33,702,"setting study, ct pt sizing",2,Senior
2020,Electrical Project Engineer,"method statement, ms project, commissioning",10.41,787,"method statement, commissioning, ms project",3,Mid
2015,Electrical Maintenance Engineer,"vfd, motors, troubleshooting, preventive maintenance",5.96,741,"vfd, preventive maintenance, troubleshooting, motors, therography",5,Fresher
2019,Control Systems Engineer,"pid tuning, scada, dcs",12.1,639,"dcs, pid tuning, scada, ladder logic",4,Fresher
2023,Power Systems Engineer,"short circuit analysis, load flow, relay coordination, power systems, etap",19.93,924,"etap, short circuit analysis, power systems, load flow",4,Fresher
2018,Electrical Maintenance Engineer,"vfd, preventive maintenance, therography, motors, troubleshooting",9.19,379,"motors, troubleshooting, therography, vfd, preventive maintenance",5,Senior
2023,Protection Engineer,"differential protection, setting study, distance protection",19.79,650,"distance protection, differential protection, setting study",3,Mid
2017,Electrical Design Engineer,"single line diagram, load calculation, cable sizing",13.0,966,"load calculation, single line diagram, cable sizing, nec codes",4,Mid
2019,Control Systems Engineer,"dcs, ladder logic, plc programming, pid tuning, scada",21.68,640,"pid tuning, plc programming, scada, dcs",4,Senior
2017,Electrical Project Engineer,"commissioning, ms project, method statement, electrical estimating, fat sat",8.98,615,"method statement, electrical estimating, fat sat, ms project",4,Mid
2021,Electrical Design Engineer,"load calculation, nec codes, single line diagram, cable sizing, autocad electrical",5.86,439,"cable sizing, load calculation, single line diagram, autocad electrical",4,Fresher
2023,Electrical Maintenance Engineer,"motors, preventive maintenance, troubleshooting",19.93,873,"motors, preventive maintenance, troubleshooting",3,Mid
2024,Electrical Maintenance Engineer,"vfd, troubleshooting, motors",18.12,734,"troubleshooting, vfd, motors",3,Mid
2023,Electrical Design Engineer,"single line diagram, cable sizing, load calculation",4.81,718,"single line diagram, load calculation, cable sizing",3,Fresher
2021,Protection Engineer,"setting study, differential protection, relay settings, ct pt sizing",8.65,1010,"ct pt sizing, relay settings, setting study",3,Mid
2024,Protection Engineer,"distance protection, relay settings, differential protection",10.22,671,"relay settings, distance protection, differential protection",3,Senior
2025,Electrical Design Engineer,"cable sizing, load calculation, single line diagram",7.86,515,"single line diagram, cable sizing, load calculation, autocad electrical",4,Fresher
2023,Substation Engineer,"transformers, clearance calculation, substation design, grounding",8.72,806,"grounding, transformers, clearance calculation",3,Senior
2019,Protection Engineer,"differential protection, relay settings, ct pt sizing, setting study, distance protection",5.99,584,"setting study, relay settings, differential protection, distance protection",4,Mid
2021,Protection Engineer,"differential protection, relay settings, setting study, ct pt sizing",19.0,658,"ct pt sizing, setting study, distance protection",3,Fresher
2019,Electrical Maintenance Engineer,"motors, therography, troubleshooting",7.31,867,"therography, troubleshooting, motors",3,Senior
2022,Electrical Design Engineer,"load calculation, autocad electrical, cable sizing, nec codes",8.68,714,"load calculation, autocad electrical, cable sizing",3,Senior
2020,Electrical Maintenance Engineer,"motors, therography, vfd, troubleshooting",19.18,600,"vfd, troubleshooting, therography, preventive maintenance",4,Mid
2024,Electrical Project Engineer,"method statement, fat sat, ms project, electrical estimating, commissioning",6.75,980,"method statement, electrical estimating",2,Mid
2024,Power Systems Engineer,"load flow, power systems, relay coordination",7.19,650,"power systems, relay coordination, load flow, short circuit analysis",4,Fresher
2020,Renewable Energy Engineer,"wind energy, grid integration, solar pv design, mppt, inverters",11.21,544,"inverters, mppt, grid integration, solar pv design",4,Mid
2015,Renewable Energy Engineer,"mppt, solar pv design, inverters, wind energy",18.03,793,"mppt, wind energy, inverters, solar pv design, grid integration",5,Mid
2024,Electrical Maintenance Engineer,"troubleshooting, preventive maintenance, vfd, therography",19.58,587,"therography, vfd",2,Mid
2021,Power Systems Engineer,"load flow, power systems, short circuit analysis, etap",4.84,547,"etap, short circuit analysis, power systems, load flow",4,Mid
2019,Protection Engineer,"ct pt sizing, differential protection, relay settings, setting study, distance protection",3.91,720,"differential protection, ct pt sizing, distance protection, setting study, relay settings",5,Senior
2023,Electrical Maintenance Engineer,"troubleshooting, vfd, preventive maintenance",9.46,652,"preventive maintenance, vfd, motors",3,Senior
2018,Electrical Project Engineer,"method statement, commissioning, fat sat, ms project, electrical estimating",13.64,445,"ms project, electrical estimating",2,Senior
2015,Renewable Energy Engineer,"wind energy, mppt, solar pv design, grid integration, inverters",11.88,464,"mppt, solar pv design, wind energy, inverters",4,Fresher
2024,Electrical Maintenance Engineer,"preventive maintenance, therography, troubleshooting, vfd, motors",4.42,840,"motors, troubleshooting, preventive maintenance",3,Senior
2019,Substation Engineer,"substation design, grounding, transformers, clearance calculation",8.44,825,"substation design, grounding",2,Mid
2015,Control Systems Engineer,"ladder logic, dcs, scada",16.62,480,"scada, ladder logic",2,Fresher
2016,Control Systems Engineer,"ladder logic, scada, plc programming, pid tuning, dcs",15.91,489,"pid tuning, dcs, ladder logic, plc programming, scada",5,Senior
2018,Protection Engineer,"distance protection, relay settings, ct pt sizing, differential protection, setting study",8.84,127,"ct pt sizing, setting study, differential protection",3,Fresher
2022,Electrical Maintenance Engineer,"therography, motors, preventive maintenance, troubleshooting, vfd",14.49,588,"therography, troubleshooting, vfd",3,Fresher
2017,Electrical Maintenance Engineer,"motors, troubleshooting, therography, vfd",18.3,704,"troubleshooting, therography",2,Mid
2022,Substation Engineer,"switchgear, grounding, clearance calculation, substation design, transformers",15.45,778,"grounding, clearance calculation",2,Mid
2015,Substation Engineer,"grounding, transformers, clearance calculation, substation design",19.75,1002,"clearance calculation, grounding, substation design, transformers",4,Mid
2018,Electrical Design Engineer,"autocad electrical, nec codes, single line diagram, load calculation, cable sizing",4.12,484,"cable sizing, nec codes",2,Fresher
2022,Renewable Energy Engineer,"inverters, solar pv design, grid integration",4.59,621,"solar pv design, inverters, grid integration",3,Fresher
2017,Renewable Energy Engineer,"solar pv design, mppt, inverters, wind energy",7.12,782,"wind energy, mppt",2,Mid
2015,Renewable Energy Engineer,"wind energy, solar pv design, mppt, grid integration, inverters",15.25,899,"grid integration, inverters, mppt, solar pv design",4,Senior
2025,Electrical Design Engineer,"single line diagram, cable sizing, load calculation, nec codes, autocad electrical",8.9,914,"nec codes, cable sizing, load calculation",3,Mid
2020,Electrical Maintenance Engineer,"vfd, preventive maintenance, troubleshooting, motors",18.3,899,"vfd, motors, preventive maintenance, troubleshooting",4,Senior
2025,Electrical Design Engineer,"load calculation, single line diagram, autocad electrical, nec codes",8.36,1073,"autocad electrical, nec codes, load calculation, single line diagram",4,Fresher
2025,Power Systems Engineer,"short circuit analysis, relay coordination, load flow, etap, power systems",12.04,705,"etap, power systems, load flow, relay coordination, short circuit analysis",5,Senior
2020,Electrical Project Engineer,"electrical estimating, method statement, ms project, commissioning",19.45,612,"electrical estimating, method statement, ms project, commissioning",4,Senior
2015,Substation Engineer,"substation design, grounding, clearance calculation, switchgear, transformers",13.86,844,"switchgear, grounding, transformers, clearance calculation",4,Fresher
2022,Substation Engineer,"clearance calculation, substation design, switchgear, transformers",15.84,772,"transformers, switchgear, substation design",3,Senior
2017,Electrical Maintenance Engineer,"preventive maintenance, troubleshooting, vfd, therography, motors",12.11,658,"motors, vfd, preventive maintenance",3,Mid
2017,Electrical Design Engineer,"load calculation, cable sizing, autocad electrical",13.8,794,"cable sizing, load calculation, autocad electrical, nec codes",4,Fresher
2015,Power Systems Engineer,"load flow, relay coordination, short circuit analysis",8.82,826,"load flow, relay coordination, short circuit analysis",3,Senior
2017,Protection Engineer,"setting study, relay settings, distance protection, differential protection",3.94,543,"relay settings, setting study",2,Fresher
2025,Power Systems Engineer,"load flow, power systems, short circuit analysis",11.91,742,"load flow, power systems, short circuit analysis",3,Senior
2018,Electrical Maintenance Engineer,"motors, therography, vfd, preventive maintenance, troubleshooting",18.0,922,"motors, preventive maintenance, vfd, therography",4,Mid
2024,Power Systems Engineer,"power systems, load flow, relay coordination",4.92,822,"load flow, power systems, relay coordination, etap",4,Senior
2023,Renewable Energy Engineer,"solar pv design, inverters, mppt, grid integration",6.75,537,"solar pv design, inverters, grid integration, mppt",4,Senior
2021,Electrical Design Engineer,"nec codes, autocad electrical, cable sizing",7.98,645,"cable sizing, autocad electrical, load calculation",3,Fresher
2021,Power Systems Engineer,"relay coordination, etap, power systems, short circuit analysis",8.55,895,"short circuit analysis, power systems, etap, relay coordination",4,Fresher
2020,Electrical Project Engineer,"method statement, electrical estimating, ms project",16.09,430,"ms project, method statement, fat sat",3,Mid
2017,Substation Engineer,"transformers, clearance calculation, switchgear",5.67,634,"switchgear, transformers, clearance calculation, grounding",4,Mid
2020,Renewable Energy Engineer,"inverters, wind energy, mppt, grid integration",4.27,463,"wind energy, inverters, mppt, grid integration",4,Mid
2023,Control Systems Engineer,"pid tuning, ladder logic, dcs, scada",20.11,703,"ladder logic, scada, pid tuning",3,Senior
2019,Renewable Energy Engineer,"wind energy, mppt, solar pv design, grid integration",12.89,922,"wind energy, mppt, solar pv design, grid integration",4,Senior
2021,Substation Engineer,"clearance calculation, substation design, transformers",16.25,541,"clearance calculation, substation design, transformers, grounding",4,Fresher
2015,Control Systems Engineer,"plc programming, ladder logic, pid tuning",19.09,1028,"pid tuning, plc programming",2,Senior
2016,Electrical Project Engineer,"fat sat, commissioning, electrical estimating, ms project, method statement",13.42,488,"commissioning, electrical estimating, fat sat, ms project",4,Mid
2016,Electrical Project Engineer,"electrical estimating, fat sat, ms project",20.21,719,"ms project, fat sat, electrical estimating",3,Mid
2022,Control Systems Engineer,"pid tuning, dcs, ladder logic, plc programming",12.13,827,"ladder logic, pid tuning",2,Senior
2019,Protection Engineer,"relay settings, differential protection, distance protection, setting study",20.3,669,"relay settings, distance protection, setting study, differential protection",4,Fresher
2016,Electrical Project Engineer,"method statement, fat sat, commissioning, electrical estimating, ms project",11.93,784,"electrical estimating, commissioning, method statement, fat sat",4,Fresher
2023,Power Systems Engineer,"etap, short circuit analysis, load flow, power systems, relay coordination",20.8,895,"load flow, short circuit analysis, relay coordination, power systems, etap",5,Fresher
2017,Control Systems Engineer,"pid tuning, scada, dcs, plc programming, ladder logic",11.15,560,"dcs, scada, plc programming",3,Senior
2020,Electrical Project Engineer,"method statement, ms project, electrical estimating, commissioning, fat sat",4.03,618,"commissioning, electrical estimating, fat sat",3,Mid
2016,Power Systems Engineer,"relay coordination, etap, short circuit analysis",16.61,1017,"relay coordination, etap, short circuit analysis",3,Mid
2022,Power Systems Engineer,"relay coordination, power systems, short circuit analysis",17.03,568,"short circuit analysis, relay coordination, power systems, etap",4,Fresher
2018,Protection Engineer,"ct pt sizing, relay settings, distance protection, setting study, differential protection",5.5,696,"differential protection, relay settings, distance protection, ct pt sizing, setting study",5,Fresher
2023,Electrical Maintenance Engineer,"preventive maintenance, motors, troubleshooting, vfd, therography",3.85,528,"troubleshooting, therography",2,Mid
2020,Power Systems Engineer,"relay coordination, etap, power systems, load flow, short circuit analysis",11.54,919,"short circuit analysis, power systems, load flow, relay coordination",4,Mid
2022,Electrical Maintenance Engineer,"motors, preventive maintenance, therography, troubleshooting, vfd",17.0,696,"therography, motors, troubleshooting, vfd, preventive maintenance",5,Senior
2021,Electrical Design Engineer,"nec codes, autocad electrical, single line diagram, load calculation",8.44,683,"single line diagram, nec codes, cable sizing",3,Fresher
2021,Electrical Design Engineer,"cable sizing, load calculation, autocad electrical, nec codes",15.09,334,"cable sizing, load calculation, autocad electrical, nec codes",4,Mid
2024,Electrical Design Engineer,"autocad electrical, cable sizing, single line diagram, nec codes, load calculation",14.79,340,"load calculation, nec codes, single line diagram, autocad electrical, cable sizing",5,Fresher
2024,Electrical Design Engineer,"autocad electrical, nec codes, cable sizing, load calculation, single line diagram",15.31,120,"nec codes, cable sizing",2,Senior
2017,Renewable Energy Engineer,"mppt, wind energy, inverters",18.5,911,"wind energy, mppt, inverters, solar pv design",4,Senior
2019,Electrical Maintenance Engineer,"preventive maintenance, troubleshooting, motors, vfd, therography",15.84,742,"therography, vfd, troubleshooting, motors",4,Mid
2024,Electrical Maintenance Engineer,"therography, preventive maintenance, vfd",12.93,733,"vfd, therography, preventive maintenance, troubleshooting",4,Senior
2020,Electrical Project Engineer,"ms project, fat sat, commissioning, electrical estimating",7.48,869,"electrical estimating, commissioning, fat sat, ms project",4,Senior
2016,Electrical Design Engineer,"nec codes, autocad electrical, load calculation, cable sizing, single line diagram",15.63,745,"single line diagram, nec codes",2,Senior
2025,Renewable Energy Engineer,"inverters, grid integration, wind energy, mppt, solar pv design",13.78,589,"mppt, solar pv design, wind energy",3,Fresher
2022,Electrical Project Engineer,"fat sat, ms project, commissioning",5.81,369,"ms project, fat sat, commissioning, method statement",4,Senior
2015,Electrical Design Engineer,"nec codes, autocad electrical, single line diagram",11.82,604,"nec codes, single line diagram, autocad electrical",3,Mid
2015,Renewable Energy Engineer,"mppt, solar pv design, wind energy, grid integration, inverters",21.98,880,"mppt, solar pv design",2,Mid
2015,Electrical Design Engineer,"cable sizing, single line diagram, load calculation, autocad electrical",10.75,684,"load calculation, single line diagram, autocad electrical, cable sizing",4,Fresher
2018,Electrical Maintenance Engineer,"preventive maintenance, troubleshooting, motors",19.87,1056,"motors, preventive maintenance, troubleshooting",3,Senior
2024,Electrical Design Engineer,"load calculation, single line diagram, nec codes, cable sizing, autocad electrical",16.48,970,"autocad electrical, nec codes, cable sizing, load calculation",4,Fresher
2016,Electrical Project Engineer,"fat sat, electrical estimating, method statement, ms project",9.18,581,"fat sat, electrical estimating, ms project",3,Senior
2020,Control Systems Engineer,"ladder logic, scada, plc programming, pid tuning",6.0,711,"scada, plc programming, pid tuning, ladder logic",4,Senior
2020,Protection Engineer,"ct pt sizing, relay settings, distance protection, differential protection, setting study",8.89,910,"ct pt sizing, differential protection, relay settings, setting study",4,Senior
2023,Power Systems Engineer,"etap, load flow, power systems",4.31,705,"load flow, etap",2,Mid
2024,Power Systems Engineer,"short circuit analysis, relay coordination, power systems, etap",6.14,1262,"short circuit analysis, power systems, relay coordination, etap",4,Senior
2017,Power Systems Engineer,"etap, power systems, relay coordination, load flow",17.68,1238,"power systems, etap, load flow, relay coordination",4,Mid
2020,Renewable Energy Engineer,"solar pv design, inverters, grid integration",16.04,1028,"grid integration, solar pv design, inverters, mppt",4,Senior
2017,Control Systems Engineer,"plc programming, scada, pid tuning, ladder logic, dcs",13.33,949,"ladder logic, dcs, plc programming",3,Senior
2016,Electrical Design Engineer,"load calculation, cable sizing, autocad electrical",11.59,713,"autocad electrical, load calculation, cable sizing",3,Fresher
2025,Control Systems Engineer,"ladder logic, plc programming, pid tuning, dcs",6.47,633,"pid tuning, dcs, ladder logic, plc programming",4,Senior
2021,Electrical Maintenance Engineer,"therography, troubleshooting, motors, vfd",9.3,708,"troubleshooting, motors, vfd, therography",4,Mid
2024,Electrical Design Engineer,"cable sizing, autocad electrical, nec codes, single line diagram, load calculation",4.38,585,"autocad electrical, nec codes, cable sizing, single line diagram",4,Fresher
2017,Electrical Maintenance Engineer,"therography, troubleshooting, motors, vfd, preventive maintenance",10.04,722,"therography, troubleshooting, preventive maintenance, motors",4,Mid
2020,Electrical Project Engineer,"method statement, fat sat, electrical estimating",18.34,822,"electrical estimating, fat sat, method statement",3,Mid
2019,Control Systems Engineer,"pid tuning, plc programming, dcs, scada",20.29,725,"dcs, pid tuning, scada",3,Mid
2021,Substation Engineer,"transformers, grounding, switchgear, substation design",12.06,506,"switchgear, grounding, transformers, substation design, clearance calculation",5,Senior
2016,Electrical Maintenance Engineer,"troubleshooting, therography, vfd",3.81,662,"troubleshooting, therography, vfd, preventive maintenance",4,Senior
2023,Power Systems Engineer,"short circuit analysis, etap, power systems, relay coordination",18.04,859,"power systems, short circuit analysis, relay coordination, etap",4,Mid
2025,Control Systems Engineer,"ladder logic, pid tuning, dcs, scada, plc programming",12.76,581,"pid tuning, dcs, ladder logic, plc programming",4,Senior
2015,Power Systems Engineer,"short circuit analysis, etap, power systems, relay coordination",17.94,973,"power systems, etap, relay coordination",3,Fresher
2020,Control Systems Engineer,"plc programming, dcs, scada, pid tuning",12.29,623,"scada, plc programming, pid tuning, dcs",4,Mid
2019,Substation Engineer,"grounding, transformers, switchgear, substation design, clearance calculation",8.04,597,"substation design, grounding",2,Senior
2018,Control Systems Engineer,"plc programming, pid tuning, ladder logic, dcs, scada",9.31,743,"ladder logic, dcs, scada",3,Mid
2022,Substation Engineer,"clearance calculation, switchgear, substation design, transformers, grounding",18.21,1049,"transformers, switchgear, grounding",3,Fresher
2017,Renewable Energy Engineer,"grid integration, wind energy, solar pv design, mppt",10.41,555,"mppt, wind energy, grid integration, solar pv design",4,Fresher
2016,Power Systems Engineer,"relay coordination, load flow, power systems",15.84,183,"relay coordination, power systems",2,Fresher
2022,Electrical Project Engineer,"ms project, electrical estimating, method statement, fat sat",6.09,852,"fat sat, electrical estimating, ms project, method statement",4,Fresher
2017,Electrical Project Engineer,"fat sat, commissioning, ms project, electrical estimating",19.46,663,"ms project, commissioning, fat sat",3,Mid
2020,Renewable Energy Engineer,"solar pv design, wind energy, grid integration, inverters",17.98,761,"inverters, solar pv design, grid integration, wind energy, mppt",5,Mid
2022,Electrical Design Engineer,"autocad electrical, load calculation, nec codes, single line diagram",8.59,869,"single line diagram, load calculation, autocad electrical, nec codes, cable sizing",5,Fresher
2021,Protection Engineer,"relay settings, ct pt sizing, setting study, differential protection, distance protection",11.2,763,"distance protection, relay settings, ct pt sizing, setting study",4,Mid
2024,Renewable Energy Engineer,"grid integration, mppt, solar pv design, wind energy",12.16,410,"solar pv design, wind energy",2,Senior
2019,Protection Engineer,"differential protection, ct pt sizing, distance protection, setting study",10.11,855,"ct pt sizing, setting study, distance protection, differential protection",4,Fresher
2022,Electrical Design Engineer,"autocad electrical, single line diagram, load calculation, nec codes, cable sizing",12.46,1036,"autocad electrical, cable sizing",2,Senior
2025,Electrical Project Engineer,"electrical estimating, ms project, fat sat, method statement, commissioning",12.92,632,"electrical estimating, ms project, fat sat, commissioning",4,Mid
2018,Electrical Design Engineer,"load calculation, nec codes, single line diagram, autocad electrical, cable sizing",9.9,996,"single line diagram, nec codes",2,Senior
2019,Control Systems Engineer,"pid tuning, dcs, scada",7.88,1361,"pid tuning, scada, plc programming",3,Fresher
2021,Electrical Maintenance Engineer,"troubleshooting, preventive maintenance, therography, motors, vfd",12.42,635,"preventive maintenance, vfd, troubleshooting",3,Mid
2019,Electrical Design Engineer,"nec codes, single line diagram, cable sizing, load calculation, autocad electrical",14.13,412,"nec codes, single line diagram, autocad electrical, load calculation",4,Mid
2024,Control Systems Engineer,"scada, ladder logic, pid tuning",11.81,1121,"scada, pid tuning, ladder logic",3,Senior
2022,Electrical Maintenance Engineer,"preventive maintenance, vfd, therography, troubleshooting, motors",12.03,700,"therography, motors, preventive maintenance",3,Senior
2021,Substation Engineer,"grounding, clearance calculation, switchgear",14.19,699,"clearance calculation, grounding, switchgear, transformers",4,Senior
2019,Electrical Project Engineer,"ms project, method statement, fat sat, commissioning, electrical estimating",10.71,713,"fat sat, method statement",2,Mid
2019,Substation Engineer,"switchgear, substation design, transformers",7.31,979,"substation design, switchgear, transformers, clearance calculation",4,Fresher
2021,Substation Engineer,"transformers, grounding, clearance calculation",13.78,463,"clearance calculation, grounding, transformers",3,Senior
2017,Control Systems Engineer,"ladder logic, pid tuning, dcs",16.11,811,"ladder logic, pid tuning, dcs",3,Fresher
2023,Electrical Design Engineer,"cable sizing, autocad electrical, nec codes, load calculation, single line diagram",19.14,697,"load calculation, nec codes, cable sizing",3,Fresher
2025,Renewable Energy Engineer,"wind energy, mppt, solar pv design, grid integration, inverters",8.47,572,"mppt, inverters, grid integration",3,Mid
2021,Substation Engineer,"clearance calculation, grounding, substation design, transformers, switchgear",16.68,665,"transformers, switchgear",2,Mid
2021,Control Systems Engineer,"scada, pid tuning, plc programming",7.63,345,"pid tuning, scada, plc programming, ladder logic",4,Mid
2018,Substation Engineer,"substation design, switchgear, clearance calculation, grounding, transformers",5.87,916,"grounding, clearance calculation, transformers, substation design",4,Fresher
2017,Renewable Energy Engineer,"grid integration, wind energy, inverters",16.55,675,"inverters, grid integration, wind energy",3,Senior
